,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,sale_ratio,Assessment_Val
561,562,1,562,54611,0.19,1619,1.1624432,GAINESVILLE,355000,2012,100,1619.0,2012,2025,0,-82.41307629,29.63522111,06677-200-053,0,254.5,480,12,12,0,0,2,583,125309.1,1,17.0,28.0,Split_Rock,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6479725757234742,True,0.88,12.662191364627335,315587.5329963954,316170.5329963954,0.8906212197081561,301166.99999999994
562,563,1,563,54627,0.16,2233,1.1624432,GAINESVILLE,420000,2007,100,2233.0,2007,2025,0,-82.41298768999998,29.63379464,06677-200-069,0,254.0,420,17,17,0,0,2,706,125309.1,1,17.0,28.0,Split_Rock,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5456611163987152,True,0.83,12.779334358903538,354808.8096109932,355514.8096109932,0.8464638324071266,356294.0
565,566,1,566,54935,0.09,1222,1.0,ST. JOHN'S,240000,2020,100,1222.0,1998,2025,0,-82.41765603999998,29.63331488,06678-022-009,0,8.0,240,4,26,0,0,2,352,125309.12,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30693437797427725,True,0.96,12.507237928022793,270286.53824868496,270638.53824868496,1.1276605760361873,203648.0
566,567,1,567,55642,0.34,2238,1.1624432,ST. JOHN'S,485000,1995,100,2238.0,1980,2025,0,-82.42797903,29.63521641,06681-060-000,0,174.0,483,29,44,0,0,2,9937,125308.04,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1595298723472698,True,0.71,12.793147174722764,359743.7224076127,369680.7224076127,0.7622282936239437,402313.0
567,568,1,568,55660,0.39,1746,1.0,ST. JOHN'S,385000,2010,100,1746.0,1975,2025,0,-82.42753713,29.63525978,06681-077-000,0,15.0,441,14,49,0,0,2,20124,125308.04,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3300489712218684,True,0.86,12.730244927699692,337812.04087394755,357936.04087394755,0.9297040022699936,307126.0
568,569,1,569,55668,0.35,1811,1.0,ST. JOHN'S,440000,2003,100,1811.0,1989,2025,0,-82.42687155999998,29.63509236,06681-085-000,0,380.0,506,21,35,0,0,2,28485,125308.04,2,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1936336921221893,True,0.79,12.68854799688879,324015.94187722466,352500.94187722466,0.8011385042664196,345515.0
572,573,1,573,69403,0.99,1417,1.0,ST. JOHN'S,350000,1995,100,1417.0,1993,2025,0,-82.42767062999998,29.56414193,07348-030-026,0,85.0,1092,29,31,0,0,2,6700,216305.03,1,18.0,29.0,HighSpringsB,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.37627815771705,True,0.71,12.534261112626925,277690.1249780882,284390.1249780882,0.8125432142231092,290800.0
578,579,1,579,83770,0.17,1290,1.0,GAINESVILLE,218500,2020,100,1290.0,1970,2025,0,-82.29578864,29.65836852,10916-003-000,0,56.0,0,4,54,0,0,2,192,315403.02,2,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,True,0.96,12.153856959240366,189824.8263403737,190016.8263403737,0.8696422258140672,185533.0
579,580,1,580,83889,0.14,528,1.0,GAINESVILLE,136000,1995,100,528.0,1940,2025,0,-82.30444343,29.65899832,10985-000-000,0,123.0,0,29,84,0,0,1,1500,315403.01,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47745347684887585,True,0.71,11.35164110116401,85105.00288692642,86605.00288692642,0.6368014918156355,114099.99999999999
580,581,1,581,84257,0.16,517,1.0,GAINESVILLE,124000,2003,100,517.0,1945,2025,0,-82.30138363,29.65419478,11197-001-000,0,0.0,0,21,79,0,0,1,0,315403.01,2,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5456611163987152,True,0.79,11.416619280647488,90818.59012085901,90818.59012085901,0.7324079848456372,105400.0
582,583,1,583,84281,0.21,1350,1.0,GAINESVILLE,210000,2014,100,1350.0,2014,2025,0,-82.30100283,29.65224877,11208-009-000,0,60.0,0,10,10,0,0,2,700,315403.01,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.9,12.140557333224455,187316.9410756977,188016.9410756977,0.8953187670271319,177800.0
585,586,1,586,84794,0.16,638,1.0,GAINESVILLE,76000,1995,100,638.0,1951,2025,0,-82.30279925,29.6531331,11479-000-000,0,70.0,0,29,73,0,0,1,913,315403.01,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5456611163987152,True,0.71,11.464571637245992,95279.66015750378,96192.66015750378,1.2656928968092602,63687.0
586,587,1,587,84800,0.17,1144,1.0,GAINESVILLE,199000,2006,100,1144.0,1956,2025,0,-82.30421243,29.65313493,11485-000-000,0,0.0,0,18,68,0,0,1,0,315403.01,2,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,True,0.8200000000000001,11.897171457372098,146850.66387295254,146850.66387295254,0.7379430345374499,169150.0
587,588,1,588,84914,0.15,900,1.0,GAINESVILLE,164000,2008,100,900.0,1964,2025,0,-82.30980762,29.6504257,11581-000-000,0,0.0,0,16,60,0,0,1,80,145404.05,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5115572966237955,True,0.84,11.774066479115321,129841.0746806295,129921.0746806295,0.7922016748818872,139320.0
588,589,1,589,84986,0.3,928,1.0,GAINESVILLE,100000,1995,100,928.0,1938,2025,0,-82.30898652,29.64942689,11641-000-000,0,112.0,0,29,86,0,0,1,560,145404.05,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.023114593247591,True,0.71,11.721014983760385,123132.33911956118,123692.33911956118,1.2369233911956117,84440.0
589,590,1,590,85097,0.18,752,1.0,GAINESVILLE,168000,2002,100,672.0,1948,2025,0,-82.30465479,29.65222512,11731-000-000,0,80.0,0,22,76,0,0,1,0,315403.01,2,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6138687559485545,True,0.78,11.644275459080506,114036.68331501781,114036.68331501781,0.6787897816370108,142800.0
590,591,1,591,85148,0.16,884,1.0,GAINESVILLE,178000,2006,100,884.0,1964,2025,0,-82.30742641,29.64596121,11769-005-000,0,0.0,0,18,60,0,0,1,200,145404.05,2,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5456611163987152,True,0.8200000000000001,11.748407123693882,126551.81698258728,126751.81698258728,0.7120888594527375,151100.0
591,592,1,592,85198,0.14,1352,1.0,GAINESVILLE,280000,2005,100,1352.0,1995,2025,0,-82.31557775,29.65077057,11817-001-000,0,80.0,0,19,29,0,0,2,472,145404.01,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47745347684887585,True,0.81,12.547289687144918,281331.70223348966,281803.70223348966,1.0064417936910346,237528.0
592,593,1,593,85366,0.17,1176,1.0,GAINESVILLE,177000,1995,100,924.0,1947,2025,0,-82.3126747,29.65316285,11981-000-000,0,348.0,0,29,77,0,0,1,496,145404.01,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,True,0.71,12.14739939736518,188602.97013083033,189098.97013083033,1.0683557634510188,149954.0
593,594,1,594,85415,0.14,765,1.0,GAINESVILLE,230000,1995,100,765.0,1955,2025,0,-82.31857954,29.64743324,12025-000-000,0,15.0,0,29,69,0,0,1,1600,145404.01,2,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47745347684887585,True,0.71,12.071454998131319,174810.00862269392,176410.00862269392,0.7670000374899736,193900.0
595,596,1,596,85551,0.17,1098,1.0,GAINESVILLE,275000,1995,100,836.0,1928,2025,0,-82.3196224,29.64907001,12179-000-000,0,262.0,0,29,96,0,0,2,6134,145404.01,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,True,0.71,12.339498859108447,228547.3889108281,234681.3889108281,0.8533868687666476,227616.0
597,598,1,598,85804,0.36,1811,1.1624432,GAINESVILLE,574000,2017,100,1541.0,1911,2025,0,-82.31772119,29.65794228,12408-000-000,0,270.0,0,7,113,0,0,2,5873,145404.02,2,5.0,12.0,Duck_Pond,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.227737511897109,True,0.9299999999999999,13.043817185368605,462229.67814283277,468102.67814283277,0.8155098922349003,482026.99999999994
598,599,1,599,2367,0.25,1535,1.0,HIGH SPRINGS,292000,2005,100,1535.0,2005,2025,0,-82.58787182,29.83089659,00257-030-008,0,232.0,399,19,19,0,0,2,612,222100.03,1,20.0,31.0,High_Springs,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.81,12.471841366546894,260886.66715630665,261498.66715630665,0.895543380672283,247588.0
